sample,dataset,type,rotation,bits,dims,recall10,recall100,recall10in100
1m,emb_siglip2,Int8,original,3,256,0.63,0.642,0.98
1m,emb_siglip2,Int8,original,3,384,0.725,0.703,0.995
1m,emb_siglip2,Int8,original,3,512,0.785,0.7475,1.0
1m,emb_siglip2,Int8,original,3,640,0.81,0.791,1.0
1m,emb_siglip2,Int8,original,3,768,0.825,0.8185,1.0
1m,emb_siglip2,Int8,original,3,896,0.865,0.8515,1.0
1m,emb_siglip2,Int8,original,3,1024,0.895,0.868,1.0
1m,emb_siglip2,Int8,original,3,1152,0.895,0.8795,1.0
1m,emb_siglip2,Int8,original,4,128,0.525,0.454,0.875
1m,emb_siglip2,Int8,original,4,256,0.66,0.648,0.985
1m,emb_siglip2,Int8,original,4,384,0.735,0.715,0.995
1m,emb_siglip2,Int8,original,4,512,0.775,0.7645,1.0
1m,emb_siglip2,Int8,original,4,640,0.825,0.807,1.0
1m,emb_siglip2,Int8,original,4,768,0.86,0.8405,1.0
1m,emb_siglip2,Int8,original,4,896,0.88,0.8715,1.0
1m,emb_siglip2,Int8,original,4,1024,0.915,0.8885,1.0
1m,emb_siglip2,Int8,original,4,1152,0.92,0.9065,1.0
1m,emb_siglip2,Int8,original,5,128,0.5,0.4435,0.885
1m,emb_siglip2,Int8,original,5,256,0.68,0.665,0.985
1m,emb_siglip2,Int8,original,5,384,0.765,0.721,0.995
1m,emb_siglip2,Int8,original,5,512,0.81,0.7695,1.0
1m,emb_siglip2,Int8,original,5,640,0.85,0.821,1.0
1m,emb_siglip2,Int8,original,5,768,0.865,0.853,1.0
1m,emb_siglip2,Int8,original,5,896,0.9,0.878,1.0
1m,emb_siglip2,Int8,original,5,1024,0.92,0.8955,1.0
1m,emb_siglip2,Int8,original,5,1152,0.94,0.9125,1.0
1m,emb_siglip2,Int8,original,6,128,0.495,0.4355,0.885
1m,emb_siglip2,Int8,original,6,256,0.685,0.657,0.99
1m,emb_siglip2,Int8,original,6,384,0.76,0.724,1.0
1m,emb_siglip2,Int8,original,6,512,0.795,0.776,1.0
1m,emb_siglip2,Int8,original,6,640,0.84,0.822,1.0
1m,emb_siglip2,Int8,original,6,768,0.87,0.849,1.0
1m,emb_siglip2,Int8,original,6,896,0.9,0.887,1.0
1m,emb_siglip2,Int8,original,6,1024,0.915,0.9045,1.0
1m,emb_siglip2,Int8,original,6,1152,0.935,0.9185,1.0
1m,emb_siglip2,Int8,original,7,128,0.455,0.4335,0.875
1m,emb_siglip2,Int8,original,7,256,0.7,0.659,0.99
1m,emb_siglip2,Int8,original,7,384,0.76,0.729,1.0
1m,emb_siglip2,Int8,original,7,512,0.8,0.778,1.0
1m,emb_siglip2,Int8,original,7,640,0.845,0.8215,1.0
1m,emb_siglip2,Int8,original,7,768,0.88,0.8525,1.0
1m,emb_siglip2,Int8,original,7,896,0.92,0.8845,1.0
1m,emb_siglip2,Int8,original,7,1024,0.915,0.906,1.0
1m,emb_siglip2,Int8,original,7,1152,0.93,0.9195,1.0
1m,emb_siglip2,Int8,original,8,128,0.465,0.4245,0.86
1m,emb_siglip2,Int8,original,8,256,0.69,0.657,0.99
1m,emb_siglip2,Int8,original,8,384,0.76,0.735,1.0
1m,emb_siglip2,Int8,original,8,512,0.8,0.7765,1.0
1m,emb_siglip2,Int8,original,8,640,0.85,0.826,1.0
1m,emb_siglip2,Int8,original,8,768,0.88,0.855,1.0
1m,emb_siglip2,Int8,original,8,896,0.915,0.888,1.0
1m,emb_siglip2,Int8,original,8,1024,0.915,0.909,1.0
1m,emb_siglip2,Int8,original,8,1152,0.93,0.9245,1.0
1m,emb_siglip2,Int8,rotated,1,128,0.305,0.25,0.61
1m,emb_siglip2,Int8,rotated,1,256,0.465,0.436,0.875
1m,emb_siglip2,Int8,rotated,1,384,0.59,0.529,0.93
1m,emb_siglip2,Int8,rotated,1,512,0.635,0.5955,0.96
1m,emb_siglip2,Int8,rotated,1,640,0.66,0.64,0.99
1m,emb_siglip2,Int8,rotated,1,768,0.705,0.672,0.99
1m,emb_siglip2,Int8,rotated,1,896,0.73,0.6955,0.99
1m,emb_siglip2,Int8,rotated,1,1024,0.72,0.7275,0.995
1m,emb_siglip2,Int8,rotated,1,1152,0.73,0.732,1.0
1m,emb_siglip2,Int8,rotated,1,1280,0.735,0.7405,1.0
1m,emb_siglip2,Int8,rotated,1,1408,0.74,0.7515,1.0
1m,emb_siglip2,Int8,rotated,1,1536,0.755,0.7575,1.0
1m,emb_siglip2,Int8,rotated,1,1664,0.78,0.7645,1.0
1m,emb_siglip2,Int8,rotated,1,1792,0.775,0.782,1.0
1m,emb_siglip2,Int8,rotated,1,1920,0.785,0.789,1.0
1m,emb_siglip2,Int8,rotated,1,2048,0.81,0.798,1.0
1m,emb_siglip2,Int8,rotated,2,128,0.46,0.426,0.83
1m,emb_siglip2,Int8,rotated,2,256,0.675,0.586,0.965
1m,emb_siglip2,Int8,rotated,2,384,0.73,0.6725,0.985
1m,emb_siglip2,Int8,rotated,2,512,0.775,0.739,0.99
1m,emb_siglip2,Int8,rotated,2,640,0.795,0.7665,1.0
1m,emb_siglip2,Int8,rotated,2,768,0.84,0.805,1.0
1m,emb_siglip2,Int8,rotated,2,896,0.83,0.8305,1.0
1m,emb_siglip2,Int8,rotated,2,1024,0.86,0.8445,1.0
1m,emb_siglip2,Int8,rotated,2,1152,0.835,0.847,1.0
1m,emb_siglip2,Int8,rotated,2,1280,0.85,0.854,1.0
1m,emb_siglip2,Int8,rotated,2,1408,0.855,0.862,1.0
1m,emb_siglip2,Int8,rotated,2,1536,0.87,0.8695,1.0
1m,emb_siglip2,Int8,rotated,2,1664,0.865,0.874,1.0
1m,emb_siglip2,Int8,rotated,2,1792,0.885,0.8765,1.0
1m,emb_siglip2,Int8,rotated,2,1920,0.895,0.8895,1.0
1m,emb_siglip2,Int8,rotated,2,2048,0.89,0.8905,1.0
1m,emb_siglip2,Int8,rotated,3,128,0.54,0.491,0.875
1m,emb_siglip2,Int8,rotated,3,256,0.67,0.6565,0.995
1m,emb_siglip2,Int8,rotated,3,384,0.77,0.7305,1.0
1m,emb_siglip2,Int8,rotated,3,512,0.795,0.784,1.0
1m,emb_siglip2,Int8,rotated,3,640,0.83,0.8225,1.0
1m,emb_siglip2,Int8,rotated,3,768,0.875,0.848,1.0
1m,emb_siglip2,Int8,rotated,3,896,0.87,0.863,1.0
1m,emb_siglip2,Int8,rotated,3,1024,0.88,0.891,1.0
1m,emb_siglip2,Int8,rotated,3,1152,0.895,0.8905,1.0
1m,emb_siglip2,Int8,rotated,3,1280,0.89,0.892,1.0
1m,emb_siglip2,Int8,rotated,3,1408,0.89,0.9015,1.0
1m,emb_siglip2,Int8,rotated,3,1536,0.9,0.9105,1.0
1m,emb_siglip2,Int8,rotated,3,1664,0.895,0.914,1.0
1m,emb_siglip2,Int8,rotated,3,1792,0.915,0.9245,1.0
1m,emb_siglip2,Int8,rotated,3,1920,0.92,0.9265,1.0
1m,emb_siglip2,Int8,rotated,3,2048,0.92,0.934,1.0
1m,emb_siglip2,Int8,rotated,4,128,0.585,0.503,0.905
1m,emb_siglip2,Int8,rotated,4,256,0.715,0.684,0.995
1m,emb_siglip2,Int8,rotated,4,384,0.77,0.7465,0.995
1m,emb_siglip2,Int8,rotated,4,512,0.82,0.804,1.0
1m,emb_siglip2,Int8,rotated,4,640,0.875,0.8415,1.0
1m,emb_siglip2,Int8,rotated,4,768,0.895,0.8655,1.0
1m,emb_siglip2,Int8,rotated,4,896,0.9,0.8895,1.0
1m,emb_siglip2,Int8,rotated,4,1024,0.92,0.9155,1.0
1m,emb_siglip2,Int8,rotated,4,1152,0.905,0.904,1.0
1m,emb_siglip2,Int8,rotated,4,1280,0.915,0.912,1.0
1m,emb_siglip2,Int8,rotated,4,1408,0.915,0.923,1.0
1m,emb_siglip2,Int8,rotated,4,1536,0.93,0.93,1.0
1m,emb_siglip2,Int8,rotated,4,1664,0.93,0.935,1.0
1m,emb_siglip2,Int8,rotated,4,1792,0.935,0.944,1.0
1m,emb_siglip2,Int8,rotated,4,1920,0.955,0.958,1.0
1m,emb_siglip2,Int8,rotated,4,2048,0.965,0.965,1.0
1m,emb_siglip2,Int8,rotated,5,128,0.6,0.5295,0.905
1m,emb_siglip2,Int8,rotated,5,256,0.74,0.686,1.0
1m,emb_siglip2,Int8,rotated,5,384,0.81,0.75,1.0
1m,emb_siglip2,Int8,rotated,5,512,0.855,0.8125,1.0
1m,emb_siglip2,Int8,rotated,5,640,0.885,0.856,1.0
1m,emb_siglip2,Int8,rotated,5,768,0.895,0.877,1.0
1m,emb_siglip2,Int8,rotated,5,896,0.905,0.893,1.0
1m,emb_siglip2,Int8,rotated,5,1024,0.9,0.9235,1.0
1m,emb_siglip2,Int8,rotated,5,1152,0.895,0.917,1.0
1m,emb_siglip2,Int8,rotated,5,1280,0.93,0.9205,1.0
1m,emb_siglip2,Int8,rotated,5,1408,0.93,0.928,1.0
1m,emb_siglip2,Int8,rotated,5,1536,0.93,0.936,1.0
1m,emb_siglip2,Int8,rotated,5,1664,0.94,0.9415,1.0
1m,emb_siglip2,Int8,rotated,5,1792,0.945,0.948,1.0
1m,emb_siglip2,Int8,rotated,5,1920,0.95,0.9615,1.0
1m,emb_siglip2,Int8,rotated,5,2048,0.965,0.979,1.0
1m,emb_siglip2,Int8,rotated,6,128,0.605,0.537,0.915
1m,emb_siglip2,Int8,rotated,6,256,0.75,0.694,1.0
1m,emb_siglip2,Int8,rotated,6,384,0.81,0.758,1.0
1m,emb_siglip2,Int8,rotated,6,512,0.85,0.812,1.0
1m,emb_siglip2,Int8,rotated,6,640,0.895,0.855,1.0
1m,emb_siglip2,Int8,rotated,6,768,0.91,0.8775,1.0
1m,emb_siglip2,Int8,rotated,6,896,0.9,0.8955,1.0
1m,emb_siglip2,Int8,rotated,6,1024,0.915,0.9275,1.0
1m,emb_siglip2,Int8,rotated,6,1152,0.905,0.9155,1.0
1m,emb_siglip2,Int8,rotated,6,1280,0.91,0.921,1.0
1m,emb_siglip2,Int8,rotated,6,1408,0.925,0.931,1.0
1m,emb_siglip2,Int8,rotated,6,1536,0.925,0.9335,1.0
1m,emb_siglip2,Int8,rotated,6,1664,0.935,0.943,1.0
1m,emb_siglip2,Int8,rotated,6,1792,0.945,0.9545,1.0
1m,emb_siglip2,Int8,rotated,6,1920,0.955,0.966,1.0
1m,emb_siglip2,Int8,rotated,6,2048,0.98,0.9875,1.0
1m,emb_siglip2,Int8,rotated,7,128,0.6,0.532,0.915
1m,emb_siglip2,Int8,rotated,7,256,0.765,0.6975,1.0
1m,emb_siglip2,Int8,rotated,7,384,0.8,0.7615,1.0
1m,emb_siglip2,Int8,rotated,7,512,0.835,0.8155,1.0
1m,emb_siglip2,Int8,rotated,7,640,0.88,0.8575,1.0
1m,emb_siglip2,Int8,rotated,7,768,0.91,0.879,1.0
1m,emb_siglip2,Int8,rotated,7,896,0.9,0.8945,1.0
1m,emb_siglip2,Int8,rotated,7,1024,0.925,0.927,1.0
1m,emb_siglip2,Int8,rotated,7,1152,0.91,0.917,1.0
1m,emb_siglip2,Int8,rotated,7,1280,0.915,0.9235,1.0
1m,emb_siglip2,Int8,rotated,7,1408,0.92,0.9315,1.0
1m,emb_siglip2,Int8,rotated,7,1536,0.93,0.9355,1.0
1m,emb_siglip2,Int8,rotated,7,1664,0.935,0.942,1.0
1m,emb_siglip2,Int8,rotated,7,1792,0.95,0.954,1.0
1m,emb_siglip2,Int8,rotated,7,1920,0.97,0.967,1.0
1m,emb_siglip2,Int8,rotated,7,2048,0.99,0.992,1.0
1m,emb_siglip2,Int8,rotated,8,128,0.615,0.533,0.915
1m,emb_siglip2,Int8,rotated,8,256,0.77,0.6945,1.0
1m,emb_siglip2,Int8,rotated,8,384,0.805,0.7615,1.0
1m,emb_siglip2,Int8,rotated,8,512,0.845,0.8175,1.0
1m,emb_siglip2,Int8,rotated,8,640,0.885,0.8555,1.0
1m,emb_siglip2,Int8,rotated,8,768,0.915,0.878,1.0
1m,emb_siglip2,Int8,rotated,8,896,0.91,0.8955,1.0
1m,emb_siglip2,Int8,rotated,8,1024,0.92,0.928,1.0
1m,emb_siglip2,Int8,rotated,8,1152,0.91,0.917,1.0
1m,emb_siglip2,Int8,rotated,8,1280,0.925,0.9265,1.0
1m,emb_siglip2,Int8,rotated,8,1408,0.93,0.9345,1.0
1m,emb_siglip2,Int8,rotated,8,1536,0.94,0.9375,1.0
1m,emb_siglip2,Int8,rotated,8,1664,0.94,0.9455,1.0
1m,emb_siglip2,Int8,rotated,8,1792,0.96,0.9545,1.0
1m,emb_siglip2,Int8,rotated,8,1920,0.975,0.967,1.0
1m,emb_siglip2,Int8,rotated,8,2048,0.99,0.997,1.0
10m,emb_clip,BFloat16,original,1,128,0.0,0.0,0.0
10m,emb_clip,BFloat16,original,1,256,0.0,0.0,0.0
10m,emb_clip,BFloat16,original,1,384,0.0,0.0,0.0
10m,emb_clip,BFloat16,original,1,512,0.0,0.0,0.0
10m,emb_clip,BFloat16,original,1,640,0.0,0.0,0.0
10m,emb_clip,BFloat16,original,1,768,0.0,0.0,0.0
10m,emb_clip,BFloat16,original,2,128,0.0,0.0,0.0
10m,emb_clip,BFloat16,original,2,256,0.0,0.0,0.0
10m,emb_clip,BFloat16,original,2,384,0.0,0.0,0.0
10m,emb_clip,BFloat16,original,2,512,0.0,0.0,0.0
10m,emb_clip,BFloat16,original,2,640,0.0,0.0,0.0
10m,emb_clip,BFloat16,original,2,768,0.0,0.0,0.0
10m,emb_clip,BFloat16,original,3,128,0.25,0.308,0.64
10m,emb_clip,BFloat16,original,3,256,0.4,0.4535,0.855
10m,emb_clip,BFloat16,original,3,384,0.495,0.5225,0.915
10m,emb_clip,BFloat16,original,3,512,0.55,0.5895,0.97
10m,emb_clip,BFloat16,original,3,640,0.59,0.6275,0.965
10m,emb_clip,BFloat16,original,3,768,0.6,0.655,0.975
10m,emb_clip,BFloat16,original,4,128,0.25,0.308,0.64
10m,emb_clip,BFloat16,original,4,256,0.4,0.4535,0.855
10m,emb_clip,BFloat16,original,4,384,0.495,0.5225,0.915
10m,emb_clip,BFloat16,original,4,512,0.55,0.5895,0.97
10m,emb_clip,BFloat16,original,4,640,0.59,0.6275,0.965
10m,emb_clip,BFloat16,original,4,768,0.6,0.655,0.975
10m,emb_clip,BFloat16,original,5,128,0.26,0.309,0.645
10m,emb_clip,BFloat16,original,5,256,0.41,0.454,0.85
10m,emb_clip,BFloat16,original,5,384,0.5,0.5245,0.915
10m,emb_clip,BFloat16,original,5,512,0.56,0.592,0.97
10m,emb_clip,BFloat16,original,5,640,0.59,0.6275,0.965
10m,emb_clip,BFloat16,original,5,768,0.605,0.654,0.975
10m,emb_clip,BFloat16,original,6,128,0.35,0.4025,0.775
10m,emb_clip,BFloat16,original,6,256,0.49,0.54,0.92
10m,emb_clip,BFloat16,original,6,384,0.59,0.592,0.94
10m,emb_clip,BFloat16,original,6,512,0.665,0.6545,0.97
10m,emb_clip,BFloat16,original,6,640,0.665,0.689,0.98
10m,emb_clip,BFloat16,original,6,768,0.71,0.716,0.98
10m,emb_clip,BFloat16,original,7,128,0.34,0.3885,0.77
10m,emb_clip,BFloat16,original,7,256,0.44,0.467,0.86
10m,emb_clip,BFloat16,original,7,384,0.52,0.561,0.93
10m,emb_clip,BFloat16,original,7,512,0.47,0.5365,0.79
10m,emb_clip,BFloat16,original,7,640,0.5,0.568,0.85
10m,emb_clip,BFloat16,original,7,768,0.42,0.5065,0.81
10m,emb_clip,BFloat16,original,8,128,0.405,0.409,0.82
10m,emb_clip,BFloat16,original,8,256,0.49,0.5155,0.89
10m,emb_clip,BFloat16,original,8,384,0.59,0.5915,0.95
10m,emb_clip,BFloat16,original,8,512,0.39,0.427,0.65
10m,emb_clip,BFloat16,original,8,640,0.445,0.506,0.76
10m,emb_clip,BFloat16,original,8,768,0.41,0.409,0.595
10m,emb_clip,BFloat16,original,9,128,0.475,0.4575,0.87
10m,emb_clip,BFloat16,original,9,256,0.615,0.579,0.95
10m,emb_clip,BFloat16,original,9,384,0.7,0.6575,0.97
10m,emb_clip,BFloat16,original,9,512,0.63,0.6635,0.955
10m,emb_clip,BFloat16,original,9,640,0.695,0.72,0.985
10m,emb_clip,BFloat16,original,9,768,0.705,0.7295,0.975
10m,emb_clip,BFloat16,original,10,128,0.485,0.4805,0.875
10m,emb_clip,BFloat16,original,10,256,0.59,0.601,0.96
10m,emb_clip,BFloat16,original,10,384,0.705,0.669,0.975
10m,emb_clip,BFloat16,original,10,512,0.765,0.775,1.0
10m,emb_clip,BFloat16,original,10,640,0.855,0.8405,1.0
10m,emb_clip,BFloat16,original,10,768,0.9,0.897,1.0
10m,emb_clip,BFloat16,original,11,128,0.475,0.4845,0.885
10m,emb_clip,BFloat16,original,11,256,0.595,0.6155,0.96
10m,emb_clip,BFloat16,original,11,384,0.7,0.678,0.97
10m,emb_clip,BFloat16,original,11,512,0.795,0.8085,1.0
10m,emb_clip,BFloat16,original,11,640,0.87,0.8675,1.0
10m,emb_clip,BFloat16,original,11,768,0.965,0.947,1.0
10m,emb_clip,BFloat16,original,12,128,0.5,0.4905,0.885
10m,emb_clip,BFloat16,original,12,256,0.605,0.6175,0.96
10m,emb_clip,BFloat16,original,12,384,0.705,0.6815,0.975
10m,emb_clip,BFloat16,original,12,512,0.81,0.8255,1.0
10m,emb_clip,BFloat16,original,12,640,0.88,0.8765,1.0
10m,emb_clip,BFloat16,original,12,768,0.95,0.9615,1.0
10m,emb_clip,BFloat16,original,13,128,0.5,0.489,0.885
10m,emb_clip,BFloat16,original,13,256,0.615,0.62,0.96
10m,emb_clip,BFloat16,original,13,384,0.71,0.6785,0.97
10m,emb_clip,BFloat16,original,13,512,0.81,0.826,1.0
10m,emb_clip,BFloat16,original,13,640,0.885,0.88,1.0
10m,emb_clip,BFloat16,original,13,768,0.975,0.9755,1.0
10m,emb_clip,BFloat16,original,14,128,0.5,0.4895,0.895
10m,emb_clip,BFloat16,original,14,256,0.62,0.6195,0.96
10m,emb_clip,BFloat16,original,14,384,0.715,0.6785,0.97
10m,emb_clip,BFloat16,original,14,512,0.815,0.8295,1.0
10m,emb_clip,BFloat16,original,14,640,0.89,0.881,1.0
10m,emb_clip,BFloat16,original,14,768,0.985,0.988,1.0
10m,emb_clip,BFloat16,original,15,128,0.505,0.491,0.895
10m,emb_clip,BFloat16,original,15,256,0.625,0.6195,0.96
10m,emb_clip,BFloat16,original,15,384,0.715,0.68,0.97
10m,emb_clip,BFloat16,original,15,512,0.81,0.8285,1.0
10m,emb_clip,BFloat16,original,15,640,0.89,0.881,1.0
10m,emb_clip,BFloat16,original,15,768,0.99,0.9925,1.0
10m,emb_clip,BFloat16,original,16,128,0.51,0.4915,0.895
10m,emb_clip,BFloat16,original,16,256,0.62,0.6195,0.96
10m,emb_clip,BFloat16,original,16,384,0.725,0.679,0.975
10m,emb_clip,BFloat16,original,16,512,0.81,0.83,1.0
10m,emb_clip,BFloat16,original,16,640,0.895,0.881,1.0
10m,emb_clip,BFloat16,original,16,768,1.0,0.9995,1.0
10m,emb_clip,BFloat16,rotated,1,128,0.0,0.0,0.0
10m,emb_clip,BFloat16,rotated,1,256,0.0,0.0,0.0
10m,emb_clip,BFloat16,rotated,1,384,0.0,0.0,0.0
10m,emb_clip,BFloat16,rotated,1,512,0.0,0.0,0.0
10m,emb_clip,BFloat16,rotated,1,640,0.0,0.0,0.0
10m,emb_clip,BFloat16,rotated,1,768,0.0,0.0,0.0
10m,emb_clip,BFloat16,rotated,2,128,0.0,0.0,0.0
10m,emb_clip,BFloat16,rotated,2,256,0.0,0.0,0.0
10m,emb_clip,BFloat16,rotated,2,384,0.0,0.0,0.0
10m,emb_clip,BFloat16,rotated,2,512,0.0,0.0,0.0
10m,emb_clip,BFloat16,rotated,2,640,0.0,0.0,0.0
10m,emb_clip,BFloat16,rotated,2,768,0.0,0.0,0.0
10m,emb_clip,BFloat16,rotated,3,128,0.17,0.212,0.46
10m,emb_clip,BFloat16,rotated,3,256,0.34,0.3875,0.735
10m,emb_clip,BFloat16,rotated,3,384,0.475,0.4915,0.855
10m,emb_clip,BFloat16,rotated,3,512,0.55,0.547,0.925
10m,emb_clip,BFloat16,rotated,3,640,0.555,0.595,0.945
10m,emb_clip,BFloat16,rotated,3,768,0.59,0.6315,0.97
10m,emb_clip,BFloat16,rotated,4,128,0.17,0.212,0.46
10m,emb_clip,BFloat16,rotated,4,256,0.34,0.3875,0.735
10m,emb_clip,BFloat16,rotated,4,384,0.475,0.4915,0.855
10m,emb_clip,BFloat16,rotated,4,512,0.55,0.547,0.925
10m,emb_clip,BFloat16,rotated,4,640,0.555,0.595,0.945
10m,emb_clip,BFloat16,rotated,4,768,0.59,0.6315,0.97
10m,emb_clip,BFloat16,rotated,5,128,0.18,0.2115,0.46
10m,emb_clip,BFloat16,rotated,5,256,0.335,0.3875,0.735
10m,emb_clip,BFloat16,rotated,5,384,0.47,0.4905,0.86
10m,emb_clip,BFloat16,rotated,5,512,0.55,0.5445,0.915
10m,emb_clip,BFloat16,rotated,5,640,0.55,0.5925,0.94
10m,emb_clip,BFloat16,rotated,5,768,0.6,0.6325,0.97
10m,emb_clip,BFloat16,rotated,6,128,0.265,0.321,0.625
10m,emb_clip,BFloat16,rotated,6,256,0.425,0.483,0.825
10m,emb_clip,BFloat16,rotated,6,384,0.525,0.563,0.945
10m,emb_clip,BFloat16,rotated,6,512,0.58,0.628,0.96
10m,emb_clip,BFloat16,rotated,6,640,0.645,0.6865,0.985
10m,emb_clip,BFloat16,rotated,6,768,0.665,0.7115,0.995
10m,emb_clip,BFloat16,rotated,7,128,0.275,0.3195,0.62
10m,emb_clip,BFloat16,rotated,7,256,0.4,0.474,0.8
10m,emb_clip,BFloat16,rotated,7,384,0.525,0.5485,0.91
10m,emb_clip,BFloat16,rotated,7,512,0.55,0.5975,0.905
10m,emb_clip,BFloat16,rotated,7,640,0.595,0.65,0.92
10m,emb_clip,BFloat16,rotated,7,768,0.61,0.672,0.92
10m,emb_clip,BFloat16,rotated,8,128,0.34,0.395,0.735
10m,emb_clip,BFloat16,rotated,8,256,0.565,0.5755,0.94
10m,emb_clip,BFloat16,rotated,8,384,0.63,0.6675,0.995
10m,emb_clip,BFloat16,rotated,8,512,0.69,0.72,0.995
10m,emb_clip,BFloat16,rotated,8,640,0.755,0.766,1.0
10m,emb_clip,BFloat16,rotated,8,768,0.775,0.8035,1.0
10m,emb_clip,BFloat16,rotated,9,128,0.445,0.4815,0.865
10m,emb_clip,BFloat16,rotated,9,256,0.61,0.6525,0.98
10m,emb_clip,BFloat16,rotated,9,384,0.7,0.7305,0.995
10m,emb_clip,BFloat16,rotated,9,512,0.78,0.7865,1.0
10m,emb_clip,BFloat16,rotated,9,640,0.835,0.8385,1.0
10m,emb_clip,BFloat16,rotated,9,768,0.855,0.8765,1.0
10m,emb_clip,BFloat16,rotated,10,128,0.48,0.5195,0.87
10m,emb_clip,BFloat16,rotated,10,256,0.675,0.6885,0.985
10m,emb_clip,BFloat16,rotated,10,384,0.745,0.7705,1.0
10m,emb_clip,BFloat16,rotated,10,512,0.845,0.816,1.0
10m,emb_clip,BFloat16,rotated,10,640,0.905,0.873,1.0
10m,emb_clip,BFloat16,rotated,10,768,0.92,0.9345,1.0
10m,emb_clip,BFloat16,rotated,11,128,0.5,0.5305,0.895
10m,emb_clip,BFloat16,rotated,11,256,0.69,0.7015,0.985
10m,emb_clip,BFloat16,rotated,11,384,0.77,0.7745,1.0
10m,emb_clip,BFloat16,rotated,11,512,0.86,0.8385,1.0
10m,emb_clip,BFloat16,rotated,11,640,0.905,0.892,1.0
10m,emb_clip,BFloat16,rotated,11,768,0.94,0.9635,1.0
10m,emb_clip,BFloat16,rotated,12,128,0.505,0.5345,0.88
10m,emb_clip,BFloat16,rotated,12,256,0.68,0.6995,0.99
10m,emb_clip,BFloat16,rotated,12,384,0.77,0.7805,1.0
10m,emb_clip,BFloat16,rotated,12,512,0.865,0.838,1.0
10m,emb_clip,BFloat16,rotated,12,640,0.93,0.8875,1.0
10m,emb_clip,BFloat16,rotated,12,768,0.97,0.978,1.0
10m,emb_clip,BFloat16,rotated,13,128,0.51,0.535,0.895
10m,emb_clip,BFloat16,rotated,13,256,0.675,0.702,0.995
10m,emb_clip,BFloat16,rotated,13,384,0.77,0.78,1.0
10m,emb_clip,BFloat16,rotated,13,512,0.875,0.834,1.0
10m,emb_clip,BFloat16,rotated,13,640,0.925,0.889,1.0
10m,emb_clip,BFloat16,rotated,13,768,0.99,0.989,1.0
10m,emb_clip,BFloat16,rotated,14,128,0.515,0.534,0.895
10m,emb_clip,BFloat16,rotated,14,256,0.675,0.7015,0.995
10m,emb_clip,BFloat16,rotated,14,384,0.76,0.7815,1.0
10m,emb_clip,BFloat16,rotated,14,512,0.87,0.8355,1.0
10m,emb_clip,BFloat16,rotated,14,640,0.93,0.8915,1.0
10m,emb_clip,BFloat16,rotated,14,768,0.995,0.993,1.0
10m,emb_clip,BFloat16,rotated,15,128,0.515,0.533,0.895
10m,emb_clip,BFloat16,rotated,15,256,0.68,0.7025,0.995
10m,emb_clip,BFloat16,rotated,15,384,0.76,0.783,1.0
10m,emb_clip,BFloat16,rotated,15,512,0.87,0.836,1.0
10m,emb_clip,BFloat16,rotated,15,640,0.93,0.8925,1.0
10m,emb_clip,BFloat16,rotated,15,768,0.995,0.9965,1.0
10m,emb_clip,BFloat16,rotated,16,128,0.515,0.5345,0.895
10m,emb_clip,BFloat16,rotated,16,256,0.685,0.703,0.995
10m,emb_clip,BFloat16,rotated,16,384,0.75,0.783,1.0
10m,emb_clip,BFloat16,rotated,16,512,0.875,0.8355,1.0
10m,emb_clip,BFloat16,rotated,16,640,0.93,0.8915,1.0
10m,emb_clip,BFloat16,rotated,16,768,1.0,0.9955,1.0
10m,emb_clip,Int8,original,1,128,0.25,0.3085,0.64
10m,emb_clip,Int8,original,1,256,0.4,0.453,0.85
10m,emb_clip,Int8,original,1,384,0.49,0.5225,0.915
10m,emb_clip,Int8,original,1,512,0.55,0.59,0.97
10m,emb_clip,Int8,original,1,640,0.59,0.6275,0.965
10m,emb_clip,Int8,original,1,768,0.605,0.6545,0.975
10m,emb_clip,Int8,original,2,128,0.41,0.417,0.835
10m,emb_clip,Int8,original,2,256,0.54,0.57,0.95
10m,emb_clip,Int8,original,2,384,0.65,0.622,0.96
10m,emb_clip,Int8,original,2,512,0.685,0.704,0.995
10m,emb_clip,Int8,original,2,640,0.73,0.737,0.995
10m,emb_clip,Int8,original,2,768,0.77,0.7845,1.0
10m,emb_clip,Int8,original,3,128,0.425,0.462,0.87
10m,emb_clip,Int8,original,3,256,0.595,0.6045,0.955
10m,emb_clip,Int8,original,3,384,0.675,0.662,0.97
10m,emb_clip,Int8,original,3,512,0.73,0.762,1.0
10m,emb_clip,Int8,original,3,640,0.78,0.8005,1.0
10m,emb_clip,Int8,original,3,768,0.81,0.85,1.0
10m,emb_clip,Int8,original,4,128,0.5,0.48,0.88
10m,emb_clip,Int8,original,4,256,0.615,0.614,0.955
10m,emb_clip,Int8,original,4,384,0.705,0.6805,0.975
10m,emb_clip,Int8,original,4,512,0.775,0.7855,1.0
10m,emb_clip,Int8,original,4,640,0.83,0.83,1.0
10m,emb_clip,Int8,original,4,768,0.9,0.8895,1.0
10m,emb_clip,Int8,original,5,128,0.49,0.489,0.89
10m,emb_clip,Int8,original,5,256,0.62,0.6245,0.95
10m,emb_clip,Int8,original,5,384,0.705,0.678,0.965
10m,emb_clip,Int8,original,5,512,0.795,0.7965,1.0
10m,emb_clip,Int8,original,5,640,0.86,0.846,1.0
10m,emb_clip,Int8,original,5,768,0.945,0.9175,1.0
